 	SPACE	 
CHAPITRE	NOUN	chapitre
PREMIER	ADJ	premier
.	PUNCT	.

	SPACE	

Je	PRON	je
rends	VERB	rendre
compte	NOUN	compte
de	ADP	de
mon	DET	mon
éducation	NOUN	éducation
.	PUNCT	.
Je	PRON	je
développe	VERB	développe
les	DET	le
plus	ADV	plus
heureuses	ADJ	heureux
dispositions	NOUN	disposition
.	PUNCT	.
La	DET	le
fortune	NOUN	fortune
me	PRON	me
choisit	VERB	choisir
pour	ADP	pour
me	PRON	me
faire	AUX	faire
servir	VERB	servir
de	ADP	de
jouet	NOUN	jouet
à	ADP	à
ses	DET	son
caprices	NOUN	caprice
.	PUNCT	.

	SPACE	

Que	SCONJ	que
mon	DET	mon
lecteur	NOUN	lecteur
ne	ADV	ne
s'	PRON	se
attende	VERB	attendre
pas	ADV	pas
à	ADP	à
me	PRON	me
voir	VERB	voir
débuter	VERB	débuter
dans	ADP	dans
le	DET	le
récit	NOUN	récit
de	ADP	de
mes	DET	mon
aventures	NOUN	aventure
,	PUNCT	,
par	ADP	par
l'	DET	le
ordre	NOUN	ordre
ordinaire	ADJ	ordinaire
de	ADP	de
la	DET	le
généalogie	NOUN	généalogie
,	PUNCT	,
c'	ADV	c'
est	ADV	est
-	ADV	-
à	ADV	à
-	ADV	-
dire	ADV	dire
,	PUNCT	,
par	ADP	par
le	DET	le
détail	NOUN	détail
de	ADP	de
ma	DET	mon
naissance	NOUN	naissance
,	PUNCT	,
car	CCONJ	car
elle	PRON	lui
fut	AUX	être
long	ADV	long
-	ADV	-
temps	ADV	temps
une	DET	un
énigme	NOUN	énigme
pour	ADP	pour
moi	PRON	moi
,	PUNCT	,
et	CCONJ	et
je	PRON	je
dois	VERB	devoir
lui	PRON	lui
en	PRON	en
laisser	AUX	laisser
désirer	VERB	désirer
la	DET	le
connaissance	NOUN	connaissance
,	PUNCT	,
jusqu'	ADP	jusque
à	ADP	à
l'	DET	le
époque	NOUN	époque
où	PRON	où
je	PRON	je
l'	PRON	l'
ai	AUX	avoir
acquise	VERB	acquérir
moi	PRON	moi
-	PRON	-
même	PRON	même
.	PUNCT	.

	SPACE	

Les	DET	le
vingt	NUM	vingt
premières	ADJ	premier
années	NOUN	année
de	ADP	de
ma	DET	mon
vie	NOUN	vie
,	PUNCT	,
ont	AUX	avoir
été	AUX	être
enveloppées	VERB	envelopper
d'	ADP	de
un	DET	un
voile	NOUN	voile
ténébreux	ADJ	ténébreux
,	PUNCT	,
que	SCONJ	que
les	DET	le
hasards	NOUN	hasard
seuls	ADJ	seul
pouvaient	VERB	pouvoir
déchirer	VERB	déchirer
.	PUNCT	.
Il	PRON	il
n'	ADV	n'
appartenait	VERB	appartenir
qu'	ADV	qu'
à	ADP	à
l'	DET	le
avenir	NOUN	avenir
de	ADP	de
dissiper	VERB	dissiper
les	DET	le
nuages	NOUN	nuage
épais	ADJ	épais
qui	PRON	qui
couvrirent	VERB	couvrir
ma	DET	mon
première	ADJ	premier
existence	NOUN	existence
.	PUNCT	.
Comme	SCONJ	comme
le	DET	le
nom	NOUN	nom
de	ADP	de
ma	DET	mon
véritable	ADJ	véritable
famille	NOUN	famille
me	PRON	me
fut	AUX	être
long	ADV	long
-	ADV	-
temps	ADV	temps
inconnu	ADJ	inconnu
,	PUNCT	,
j'	PRON	je
invite	VERB	invite
le	DET	le
public	NOUN	public
à	ADP	à
choisir	VERB	choisir
avec	ADP	avec
moi	PRON	moi
,	PUNCT	,
pour	ADP	pour
père	NOUN	père
adoptif	ADJ	adoptif
,	PUNCT	,
le	DET	le
vieux	ADJ	vieux
Thomassin	PROPN	Thomassin
,	PUNCT	,
laboureur	NOUN	laboureur
du	ADP	de
canton	NOUN	canton
de	ADP	de
Jouy	PROPN	Jouy
,	PUNCT	,
petit	ADJ	petit
village	NOUN	village
situé	VERB	situer
sur	ADP	sur
les	DET	le
confins	NOUN	confins
de	ADP	de
la	DET	le
Sologne	PROPN	Sologne
.	PUNCT	.
Ce	PRON	ce
fut	AUX	être
en	ADP	en
effet	NOUN	effet
ce	DET	ce
brave	ADJ	brave
homme	NOUN	homme
qui	PRON	qui
me	PRON	me
servit	VERB	servir
de	ADP	de
père	NOUN	père
,	PUNCT	,
jusqu'	ADP	jusque
au	ADP	au
moment	NOUN	moment
où	PRON	où
le	DET	le
sort	NOUN	sort
,	PUNCT	,
voulant	VERB	vouloir
épuiser	VERB	épuiser
sur	ADP	sur
moi	PRON	moi
ses	DET	son
rigueurs	NOUN	rigueur
,	PUNCT	,
me	PRON	me
laissa	VERB	laisser
abandonné	VERB	abandonner
à	ADP	à
la	DET	le
merci	NOUN	merci
des	ADP	de
événement	NOUN	événement
.	PUNCT	.

	SPACE	

Thomassin	PROPN	Thomassin
,	PUNCT	,
quoique	ADV	quoique
fermier	NOUN	fermier
du	ADP	de
comte	NOUN	comte
de	ADP	de
Stainville	PROPN	Stainville
,	PUNCT	,
était	AUX	être
ancien	ADJ	ancien
militaire	ADJ	militaire
:	PUNCT	:
il	PRON	il
avait	AUX	avoir
servi	VERB	servir
autrefois	ADV	autrefois
sous	ADP	sous
ses	DET	son
ordres	NOUN	ordre
,	PUNCT	,
comme	ADP	comme
soldat	NOUN	soldat
,	PUNCT	,
et	CCONJ	et
après	ADP	après
un	DET	un
grand	ADJ	grand
nombre	NOUN	nombre
d'	ADP	de
années	NOUN	année
,	PUNCT	,
il	PRON	il
était	AUX	être
parvenu	VERB	parvenir
au	ADP	au
rang	NOUN	rang
d	ADP	d
'	ADP	'
anspessade	NOUN	anspessade
.	PUNCT	.
S'	PRON	se
imaginant	VERB	imaginer
alors	ADV	alors
qu'	SCONJ	que
il	PRON	il
était	AUX	être
temps	NOUN	temps
de	ADP	de
songer	VERB	songer
à	ADP	à
sa	DET	son
retraite	NOUN	retraite
,	PUNCT	,
il	PRON	il
était	AUX	être
venu	VERB	venir
prendre	VERB	prendre
possession	NOUN	possession
d'	ADP	de
une	PRON	un
des	ADP	de
fermes	NOUN	ferme
du	ADP	de
Comte	NOUN	comte
,	PUNCT	,
avec	ADP	avec
sa	DET	son
chère	ADJ	cher
Marianne	PROPN	Marianne
,	PUNCT	,
compagne	NOUN	compagne
de	ADP	de
sa	DET	son
gloire	NOUN	gloire
et	CCONJ	et
de	ADP	de
ses	DET	son
travaux	NOUN	travail
;	PUNCT	;
Marianne	PROPN	Marianne
était	AUX	être
comme	ADP	comme
lui	PRON	lui
enfant	NOUN	enfant
de	ADP	de
giberne	NOUN	giberne
,	PUNCT	,
et	CCONJ	et
avait	AUX	avoir
été	AUX	être
nourrie	VERB	nourrir
dans	ADP	dans
les	DET	le
camps	NOUN	camp
.	PUNCT	.
Elle	PRON	lui
était	AUX	être
la	DET	le
première	ADJ	premier
vivandière	NOUN	vivandier
de	ADP	de
l'	DET	le
armée	NOUN	armée
,	PUNCT	,
lorsque	SCONJ	lorsque
Thomassin	PROPN	Thomassin
en	PRON	en
fit	VERB	faire
la	DET	le
connaissance	NOUN	connaissance
.	PUNCT	.
Vingt	NUM	Vingt
ans	NOUN	an
,	PUNCT	,
de	ADP	de
grosses	ADJ	gros
couleurs	NOUN	couleur
et	CCONJ	et
beaucoup	ADV	beaucoup
de	ADP	de
gaîté	NOUN	gaîté
,	PUNCT	,
lui	PRON	lui
avaient	AUX	avoir
attiré	VERB	attirer
une	DET	un
foule	NOUN	foule
d'	ADP	de
amant	NOUN	amant
;	PUNCT	;
mais	CCONJ	mais
en	ADP	en
fille	NOUN	fille
sage	ADJ	sage
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
sait	VERB	savoir
ce	PRON	ce
qu'	PRON	qu'
elle	PRON	lui
se	PRON	se
doit	VERB	devoir
,	PUNCT	,
elle	PRON	lui
les	PRON	le
désespérait	VERB	désespérer
tous	ADJ	tout
sans	ADP	sans
en	PRON	en
écouter	VERB	écouter
un	DET	un
seul	ADJ	seul
,	PUNCT	,
lorsque	SCONJ	lorsque
Thomassin	PROPN	Thomassin
vint	VERB	venir
grossir	VERB	grossir
le	DET	le
nombre	NOUN	nombre
des	ADP	de
soupirans	NOUN	soupiran
:	PUNCT	:
il	PRON	il
avait	VERB	avoir
alors	ADV	alors
tout	ADJ	tout
le	DET	le
mérite	NOUN	mérite
de	ADP	de
la	DET	le
jeunesse	NOUN	jeunesse
;	PUNCT	;
ayant	VERB	avoir
en	ADP	en
outre	ADP	outre
le	DET	le
talent	NOUN	talent
de	ADP	de
mieux	ADV	mieux
exprimer	VERB	exprimer
son	DET	son
amour	NOUN	amour
,	PUNCT	,
il	PRON	il
fut	AUX	être
préféré	VERB	préférer
.	PUNCT	.
Les	DET	le
noces	NOUN	noce
se	PRON	se
célébrèrent	VERB	célébrer
au	ADP	au
grand	ADJ	grand
mécontentement	NOUN	mécontentement
des	ADP	de
jaloux	NOUN	jaloux
,	PUNCT	,
et	CCONJ	et
Marianne	PROPN	Marianne
joignant	VERB	joindre
sa	DET	son
pièce	NOUN	pièce
d'	ADP	de
eau-de-vie	NOUN	eau-de-vie
aux	ADP	à
cent	NUM	cent
écus	NOUN	écu
de	ADP	de
Thomassin	PROPN	Thomassin
,	PUNCT	,
ils	PRON	il
formèrent	VERB	former
à	ADP	à
