 	SPACE	 
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
se	PRON	se
prêta	VERB	prêter
de	ADP	de
la	DET	le
meilleure	ADJ	meilleur
grâce	NOUN	grâce
du	ADP	de
monde	NOUN	monde
à	ADP	à
lui	PRON	lui
procurer	VERB	procurer
tous	ADJ	tout
les	DET	le
secours	NOUN	secours
qui	PRON	qui
lui	PRON	lui
seraient	AUX	être
possibles	ADJ	possible
,	PUNCT	,
tandis	ADV	tandis
que	SCONJ	que
j	PRON	j
'	PRON	'
irais	VERB	aller
annoncer	VERB	annoncer
à	ADP	à
ses	DET	son
amis	NOUN	ami
de	ADP	de
Barcelonne	PROPN	Barcelonne
le	DET	le
triste	ADJ	triste
état	NOUN	état
où	PRON	où
il	PRON	il
était	AUX	être
réduit	VERB	réduire
.	PUNCT	.
Je	PRON	je
n	ADV	n
'	ADV	'
eus	VERB	avoir
pas	ADV	pas
la	DET	le
peine	NOUN	peine
de	ADP	de
faire	VERB	faire
ce	DET	ce
voyage	NOUN	voyage
,	PUNCT	,
car	CCONJ	car
un	DET	un
instant	NOUN	instant
après	ADP	après
que	SCONJ	que
nous	PRON	nous
fûmes	VERB	être
dans	ADP	dans
la	DET	le
chaumière	NOUN	chaumière
de	ADP	de
cette	DET	ce
pauvre	ADJ	pauvre
femme	NOUN	femme
,	PUNCT	,
le	DET	le
malheureux	ADJ	malheureux
vieillard	NOUN	vieillard
tomba	VERB	tomber
sans	ADP	sans
connaissance	NOUN	connaissance
;	PUNCT	;
le	DET	le
sang	NOUN	sang
lui	PRON	lui
sortit	VERB	sortir
de	ADP	de
la	DET	le
bouche	NOUN	bouche
à	ADP	à
gros	ADJ	gros
bouillons	NOUN	bouillon
et	CCONJ	et
l	PRON	l
'	PRON	'
étouffa	VERB	étouffer
en	ADP	en
moins	ADV	moins
de	ADP	de
six	NUM	six
minutes	NOUN	minute
,	PUNCT	,
sans	ADP	sans
que	SCONJ	que
nous	PRON	nous
eussions	AUX	avoir
pu	VERB	pouvoir
y	PRON	y
apporter	VERB	apporter
aucun	DET	aucun
remède	NOUN	remède
,	PUNCT	,
et	CCONJ	et
sans	ADP	sans
avoir	AUX	avoir
puapprendre	VERB	puapprendre
le	DET	le
nom	NOUN	nom
de	ADP	de
ses	DET	son
amis	NOUN	ami
de	ADP	de
Barcelonne	PROPN	Barcelonne
.	PUNCT	.
Ce	DET	ce
déplorable	ADJ	déplorable
événement	NOUN	événement
me	PRON	me
jeta	VERB	jeter
dans	ADP	dans
une	DET	un
consternation	NOUN	consternation
inexprimable	ADJ	inexprimable
.	PUNCT	.
Pour	ADP	pour
comble	NOUN	comble
de	ADP	de
disgrâce	NOUN	disgrâce
,	PUNCT	,
le	DET	le
curé	NOUN	curé
de	ADP	de
l	DET	l
'	DET	'
endroit	NOUN	endroit
ne	ADV	ne
voulut	VERB	vouloir
point	ADV	point
enterrer	VERB	enterrer
ce	DET	ce
pauvre	ADJ	pauvre
homme	NOUN	homme
,	PUNCT	,
attendu	VERB	attendre
que	SCONJ	que
l	DET	l
'	DET	'
argent	NOUN	argent
qu	PRON	que
'	PRON	'
on	PRON	on
fit	VERB	faire
du	ADP	de
reste	NOUN	reste
des	ADP	de
dépouilles	NOUN	dépouille
que	PRON	que
les	DET	le
voleurs	NOUN	voleur
lui	PRON	lui
avaient	AUX	avoir
enlevées	VERB	enlever
ne	ADV	ne
suffisait	VERB	suffire
pas	ADV	pas
pour	ADP	pour
son	DET	son
salaire	NOUN	salaire
.	PUNCT	.
Enfin	ADV	enfin
la	DET	le
bonne	ADJ	bon
femme	NOUN	femme
qui	PRON	qui
avait	AUX	avoir
eu	VERB	avoir
la	DET	le
charité	NOUN	charité
de	ADP	de
nous	PRON	nous
recevoir	VERB	recevoir
,	PUNCT	,
vendit	VERB	vendre
sa	DET	son
chèvre	NOUN	chèvre
,	PUNCT	,
suppléa	VERB	suppléer
du	ADP	de
peu	PRON	peu
qu	PRON	que
'	SCONJ	'
elle	PRON	lui
en	PRON	en
tira	VERB	tirer
à	ADP	à
la	DET	le
somme	NOUN	somme
que	PRON	que
le	DET	le
pasteur	NOUN	pasteur
exigeait	VERB	exiger
,	PUNCT	,
et	CCONJ	et
le	DET	le
vieillard	NOUN	vieillard
fut	AUX	être
enterré	VERB	enterrer
.	PUNCT	.
Cependant	ADV	cependant
,	PUNCT	,
pour	ADP	pour
faire	AUX	faire
voir	VERB	voir
que	SCONJ	que
les	DET	le
ecclésiastiques	NOUN	ecclésiastique
,	PUNCT	,
en	ADP	en
soutenant	VERB	soutenir
intrépidement	ADV	intrépidement
le	DET	le
droit	NOUN	droit
de	ADP	de
leurs	DET	leur
émolumens	NOUN	émolumen
,	PUNCT	,
ont	VERB	avoir
le	DET	le
cœur	NOUN	cœur
aussi	ADV	aussi
généreux	ADJ	généreux
,	PUNCT	,
l	DET	l
'	DET	'
âme	NOUN	âme
aussi	ADV	aussi
bienfaisante	ADJ	bienfaisant
que	SCONJ	que
les	DET	le
séculiers	NOUN	séculier
,	PUNCT	,
le	DET	le
curé	NOUN	curé
voulut	VERB	vouloir
bien	ADV	bien
se	PRON	se
charger	VERB	charger
d	ADP	d
'	ADP	'
envoyer	VERB	envoyer
gratis	ADV	gratis
un	DET	un
extrait	NOUN	extrait
mortuaire	ADJ	mortuaire
et	CCONJ	et
le	DET	le
détail	NOUN	détail
de	ADP	de
cette	DET	ce
aventure	NOUN	aventure
aux	ADP	à
parents	NOUN	parent
du	ADP	de
défunt	NOUN	défunt
,	PUNCT	,
si	SCONJ	si
on	PRON	on
pouvait	VERB	pouvoir
lui	PRON	lui
en	PRON	en
dire	VERB	dire
le	DET	le
nom	NOUN	nom
et	CCONJ	et
la	DET	le
demeure	NOUN	demeure
.	PUNCT	.
Réduit	VERB	réduire
au	ADP	au
même	ADJ	même
état	NOUN	état
où	PRON	où
ce	DET	ce
généreux	ADJ	généreux
vieillard	NOUN	vieillard
m	PRON	m
'	PRON	'
avait	AUX	avoir
trouvé	VERB	trouver
,	PUNCT	,
j	PRON	j
'	PRON	'
enfilai	VERB	enfiler
assez	ADV	assez
tristement	ADV	tristement
le	DET	le
premier	ADJ	premier
chemin	NOUN	chemin
qui	PRON	qui
se	PRON	se
présenta	VERB	présenter
à	ADP	à
la	DET	le
sortie	NOUN	sortie
du	ADP	de
village	NOUN	village
.	PUNCT	.
J	PRON	j
'	PRON	'
avais	AUX	avoir
à	ADP	à
peine	ADV	peine
fait	VERB	faire
unelieue	NOUN	unelieue
que	SCONJ	que
je	PRON	je
rencontrai	VERB	rencontrer
deux	NUM	deux
pères	NOUN	père
capucins	ADJ	capucin
qui	PRON	qui
se	PRON	se
rendaient	VERB	rendre
à	ADP	à
Rome	PROPN	Rome
sur	ADP	sur
la	DET	le
convocation	NOUN	convocation
d	ADP	d
'	ADP	'
un	DET	un
chapitre	NOUN	chapitre
général	ADJ	général
de	ADP	de
leur	DET	leur
ordre	NOUN	ordre
.	PUNCT	.
L	DET	l
'	DET	'
idée	NOUN	idée
me	PRON	me
prit	VERB	prendre
de	ADP	de
faire	VERB	faire
le	DET	le
même	ADJ	même
voyage	NOUN	voyage
,	PUNCT	,
et	CCONJ	et
les	DET	le
bons	ADJ	bon
pères	NOUN	père
me	PRON	me
permirent	VERB	permettre
de	ADP	de
les	PRON	le
accompagner	VERB	accompagner
.	PUNCT	.
Je	PRON	je
vis	VERB	voir
alors	ADV	alors
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
y	PRON	y
avait	VERB	avoir
de	DET	de
vrais	ADJ	vrai
élus	NOUN	élu
sur	ADP	sur
la	DET	le
terre	NOUN	terre
,	PUNCT	,
et	CCONJ	et
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
y	PRON	y
avait	VERB	avoir
des	DET	un
occasions	NOUN	occasion
où	PRON	où
la	DET	le
providence	NOUN	providence
se	PRON	se
manifestait	VERB	manifester
d	ADP	d
'	ADP	'
une	DET	un
façon	NOUN	façon
à	ADP	à
ne	ADV	ne
pas	ADV	pas
laisser	VERB	laisser
douter	VERB	douter
aux	ADP	à
plus	ADV	plus
incrédules	ADJ	incrédule
,	PUNCT	,
que	SCONJ	que
l	DET	l
'	DET	'
effet	NOUN	effet
des	ADP	de
promesses	NOUN	promesse
que	PRON	que
Dieu	PROPN	Dieu
fit	VERB	faire
autrefois	ADV	autrefois
à	ADP	à
Abraham	PROPN	Abraham
et	CCONJ	et
semini	PROPN	semini
ejus	PROPN	ejus
,	PUNCT	,
aura	VERB	avoir
lieu	NOUN	lieu
jusqu	ADP	jusqu
'	ADP	'
à	ADP	à
la	DET	le
consommation	NOUN	consommation
des	ADP	de
siècles	NOUN	siècle
.	PUNCT	.
Ces	DET	ce
bons	ADJ	bon
pères	NOUN	père
,	PUNCT	,
ainsi	ADV	ainsi
que	SCONJ	que
moi	PRON	moi
,	PUNCT	,
n	ADV	n
'	ADV	'
avaient	VERB	avoir
pas	ADV	pas
le	DET	le
sou	NOUN	sou
,	PUNCT	,
et	CCONJ	et
nous	PRON	nous
fûmes	VERB	être
accueillis	VERB	accueillir
,	PUNCT	,
régalés	VERB	régaler
,	PUNCT	,
fêtés	VERB	fêter
,	PUNCT	,
honorés	VERB	honorer
et	CCONJ	et
presque	ADV	presque
'	PUNCT	'
adorés	VERB	adorer
partout	ADV	partout
où	PRON	où
nous	PRON	nous
passâmes	VERB	passer
.	PUNCT	.
Trois	NUM	Trois
jours	NOUN	jour
après	ADP	après
notre	DET	notre
arrivée	NOUN	arrivée
dans	ADP	dans
la	DET	le
capitale	NOUN	capitale
du	ADP	de
monde	NOUN	monde
chrétien	ADJ	chrétien
,	PUNCT	,
je	PRON	je
me	PRON	me
trouvai	VERB	trouver
placé	VERB	placer
par	ADP	par
le	DET	le
crédit	NOUN	crédit
de	ADP	de
ces	DET	ce
bons	ADJ	bon
religieux	NOUN	religieux
chez	ADP	chez
Monsignor	PROPN	Monsignor
Tongarini	PROPN	Tongarini
,	PUNCT	,
évêque	NOUN	évêque
de	ADP	de
Mansoura	PROPN	Mansoura
en	ADP	en
Mansourie	PROPN	Mansourie
.	PUNCT	.
Mon	DET	mon
occupation	NOUN	occupation
était	AUX	être
à	ADP	à
peu	ADV	peu
près	ADV	près
la	DET	le
même	ADJ	même
que	SCONJ	que
celle	PRON	celui
de	ADP	de
la	DET	le
sulamite	NOUN	sulamite
du	ADP	de
prophète	NOUN	prophète
royal	ADJ	royal
David	PROPN	David
;	PUNCT	;
je	PRON	je
tenais	VERB	tenir
les	DET	le
pieds	NOUN	pied
chauds	ADJ	chaud
à	ADP	à
sa	DET	son
monsignorerie	NOUN	monsignorerie
,	PUNCT	,
dont	PRON	dont
la	DET	le
chaleur	NOUN	chaleur
naturelle	ADJ	naturel
s	PRON	s
'	PRON	'
était	AUX	être
évaporée	VERB	évaporer
l	DET	l
'	DET	'
année	NOUN	année
précédente	ADJ	précédent
dans	ADP	dans
une	DET	un
querelle	NOUN	querelle
qu	PRON	que
'	PRON	'
elle	PRON	lui
avaiteue	VERB	avaiteue
avec	ADP	avec
monsignor	NOUN	monsignor
le	DET	le
cardinal	NOUN	cardinal
Fabroni	PROPN	Fabroni
.	PUNCT	.
Pour	ADP	pour
le	DET	le
coup	NOUN	coup
,	PUNCT	,
je	PRON	je
crus	VERB	croire
ma	DET	mon
fortune	NOUN	fortune
faite	VERB	faire
à	ADP	à
toujours	ADV	toujours
.	PUNCT	.
Monsignor	PROPN	Monsignor
m	PRON	m
'	PRON	'
avait	AUX	avoir
donné	VERB	donner
la	DET	le
tonsure	NOUN	tonsure
;	PUNCT	;
il	PRON	il
m	PRON	m
'	PRON	'
avait	AUX	avoir
fait	AUX	faire
faire	VERB	faire
un	DET	un
petit	ADJ	petit
habit	NOUN	habit
de	ADP	de
soie	NOUN	soie
noire	ADJ	noir
,	PUNCT	,
des	DET	un
chemises	NOUN	chemise
à	ADP	à
dentelle	NOUN	dentelle
et	CCONJ	et
un	DET	un
petit	ADJ	petit
collet	NOUN	collet
des	ADP	de
plus	ADV	plus
à	ADP	à
la	DET	le
mode	NOUN	mode
;	PUNCT	;
il	PRON	il
m	PRON	m
'	PRON	'
avait	AUX	avoir
promis	VERB	promettre
le	DET	le
premier	ADJ	premier
bénéfice	NOUN	bénéfice
qui	PRON	qui
serait	AUX	être
à	ADP	à
sa	DET	son
disposition	NOUN	disposition
,	PUNCT	,
et	CCONJ	et
mille	NUM	mille
autres	ADJ	autre
choses	NOUN	chose
.	PUNCT	.
Mais	CCONJ	mais
le	DET	le
ciel	NOUN	ciel
qui	PRON	qui
me	PRON	me
persécutait	VERB	persécuter
sans	ADP	sans
doute	NOUN	doute
pour	ADP	pour
quelques	DET	quelque
moment	NOUN	moment
d	ADP	d
'	ADP	'
indocilité	NOUN	indocilité
que	PRON	que
j	PRON	j
'	PRON	'
avais	AUX	avoir
eus	VERB	avoir
envers	ADP	envers
le	DET	le
recteur	NOUN	recteur
des	ADP	de
jésuites	NOUN	jésuite
de	ADP	de
Saragosse	PROPN	Saragosse
,	PUNCT	,
m	PRON	m
'	PRON	'
ôta	VERB	ôter
mon	DET	mon
nouveau	ADJ	nouveau
maître	NOUN	maître
au	ADP	au
bout	NOUN	bout
d	ADP	d
'	ADP	'
un	DET	un
an	NOUN	an
que	PRON	que
je	PRON	je
fus	VERB	être
à	ADP	à
son	DET	son
service	NOUN	service
.	PUNCT	.
Il	PRON	il
y	PRON	y
avait	VERB	avoir
quelque	DET	quelque
temps	NOUN	temps
que	SCONJ	que
l	DET	l
'	DET	'
illustre	ADJ	illustre
prélat	NOUN	prélat
se	PRON	se
plaignait	VERB	plaindre
que	SCONJ	que
la	DET	le
partie	NOUN	partie
située	VERB	situer
entre	ADP	entre
le	DET	le
pirénée	NOUN	pirénée
et	CCONJ	et
le	DET	le
croupion	NOUN	croupion
avait	AUX	avoir
perdu	VERB	perdre
son	DET	son
élasticité	NOUN	élasticité
:	PUNCT	:
une	DET	un
fièvre	NOUN	fièvre
survint	VERB	survenir
et	CCONJ	et
l	PRON	l
'	PRON	'
emporta	VERB	emporter
.	PUNCT	.
J	PRON	j
'	PRON	'
avais	AUX	avoir
amassé	VERB	amasser
quelqu	DET	quelqu
'	DET	'
argent	NOUN	argent
au	ADP	au
service	NOUN	service
de	ADP	de
Monsignor	PROPN	Monsignor
Tongarini	PROPN	Tongarini
;	PUNCT	;
j	PRON	j
'	PRON	'
en	PRON	en
employai	VERB	employer
une	DET	un
partie	NOUN	partie
à	ADP	à
faire	AUX	faire
dire	VERB	dire
des	DET	un
messes	NOUN	messe
pour	ADP	pour
les	DET	le
âmes	NOUN	âme
du	ADP	de
purgatoire	NOUN	purgatoire
,	PUNCT	,
afin	ADV	afin
qu	SCONJ	qu
'	SCONJ	'
elles	PRON	lui
daignassent	VERB	daigner
inspirer	VERB	inspirer
à	ADP	à
quelque	DET	quelque
monsignor	NOUN	monsignor
refroidi	VERB	refroidir
de	ADP	de
me	PRON	me
prendre	VERB	prendre
aux	ADP	à
mêmes	ADJ	même
conditions	NOUN	condition
que	SCONJ	que
défunt	ADJ	défunt
son	DET	son
confrère	NOUN	confrère
;	PUNCT	;
en	ADP	en
attendant	VERB	attendre
l	DET	l
'	DET	'
efficacité	NOUN	efficacité
de	ADP	de
l	DET	l
'	DET	'
œuvre	NOUN	œuvre
méritoire	ADJ	méritoire
,	PUNCT	,
je	PRON	je
dépensai	VERB	dépenser
le	DET	le
reste	NOUN	reste
à	ADP	à
faire	VERB	faire
des	DET	un
pélerinages	NOUN	pélerinage
,	PUNCT	,
à	ADP	à
réprimermes	NOUN	réprimerme
appétits	NOUN	appétit
charnels	ADJ	charnel
et	CCONJ	et
à	ADP	à
acheter	VERB	acheter
des	DET	un
indulgences	NOUN	indulgence
.	PUNCT	.
Au	ADP	au
bout	NOUN	bout
de	ADP	de
six	NUM	six
mois	NOUN	mois
je	PRON	je
me	PRON	me
trouvai	VERB	trouver
à	ADP	à
sec	ADJ	sec
,	PUNCT	,
et	CCONJ	et
les	DET	le
bonnes	ADJ	bon
âmes	NOUN	âme
ne	ADV	ne
m	PRON	m
'	PRON	'
avaient	AUX	avoir
point	ADV	point
encore	ADV	encore
procuré	VERB	procurer
de	DET	de
condition	NOUN	condition
,	PUNCT	,
ce	PRON	ce
qui	PRON	qui
ne	ADV	ne
laissait	VERB	laisser
pas	ADV	pas
de	ADP	de
m	PRON	m
'	PRON	'
inquiéter	VERB	inquiéter
.	PUNCT	.
Enfin	ADV	enfin
,	PUNCT	,
elles	PRON	lui
inspirèrent	VERB	inspirer
un	DET	un
juif	NOUN	juif
vénitien	ADJ	vénitien
,	PUNCT	,
nommé	VERB	nommer
Eléazar	PROPN	Eléazar
,	PUNCT	,
de	ADP	de
me	PRON	me
prendre	VERB	prendre
pour	ADP	pour
son	DET	son
secrétaire	NOUN	secrétaire
.	PUNCT	.
Il	PRON	il
ne	ADV	ne
doutait	VERB	douter
pas	ADV	pas
que	SCONJ	que
je	PRON	je
ne	ADV	ne
susse	VERB	savoir
au	ADP	au
moins	ADV	moins
les	DET	le
premiers	ADJ	premier
élémens	NOUN	élémen
du	ADP	de
commerce	NOUN	commerce
,	PUNCT	,
puisque	SCONJ	puisque
j	PRON	j
'	PRON	'
avais	AUX	avoir
été	VERB	être
dans	ADP	dans
le	DET	le
cas	NOUN	cas
d	ADP	d
'	ADP	'
en	PRON	en
entendre	AUX	entendre
parler	VERB	parler
journellement	ADV	journellement
pendant	ADP	pendant
mon	DET	mon
séjour	NOUN	séjour
chez	ADP	chez
les	DET	le
jésuites	NOUN	jésuite
de	ADP	de
Saragosse	PROPN	Saragosse
.	PUNCT	.
Le	DET	le
même	ADJ	même
jour	NOUN	jour
que	PRON	que
j	PRON	j
'	PRON	'
entrai	VERB	entrer
au	ADP	au
service	NOUN	service
de	ADP	de
ce	DET	ce
juif	NOUN	juif
,	PUNCT	,
nous	PRON	nous
partîmes	VERB	partir
pour	ADP	pour
Ancône	PROPN	Ancône
,	PUNCT	,
où	PRON	où
nous	PRON	nous
trouvâmes	VERB	trouver
un	DET	un
bâtiment	NOUN	bâtiment
qui	PRON	qui
devait	VERB	devoir
nous	PRON	nous
transporter	VERB	transporter
à	ADP	à
Venise	PROPN	Venise
.	PUNCT	.
Au	ADP	au
premier	ADJ	premier
vent	NOUN	vent
favorable	ADJ	favorable
ce	DET	ce
bâtiment	NOUN	bâtiment
partit	VERB	partir
.	PUNCT	.
Mais	CCONJ	mais
la	DET	le
nuit	NOUN	nuit
suivante	ADJ	suivant
un	DET	un
vent	NOUN	vent
maestro	ADJ	maestro
occasiona	VERB	occasioner
une	DET	un
si	ADV	si
terrible	ADJ	terrible
tempête	NOUN	tempête
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
à	ADP	à
la	DET	le
pointe	NOUN	pointe
du	ADP	de
jour	NOUN	jour
nous	PRON	nous
nous	PRON	nous
trouvâmes	VERB	trouver
à	ADP	à
l	DET	l
'	DET	'
embouchure	NOUN	embouchure
du	ADP	de
golfe	NOUN	golfe
.	PUNCT	.
Cependant	ADV	cependant
la	DET	le
tempête	NOUN	tempête
était	AUX	être
appaisée	VERB	appaiser
,	PUNCT	,
le	DET	le
vent	NOUN	vent
était	AUX	être
devenu	VERB	devenir
sirocco	NOUN	sirocco
,	PUNCT	,
et	CCONJ	et
nous	PRON	nous
nous	PRON	nous
disposions	VERB	disposer
à	ADP	à
en	PRON	en
profiter	VERB	profiter
,	PUNCT	,
lorsque	SCONJ	lorsque
nous	PRON	nous
aperçûmes	VERB	apercevoir
un	DET	un
chebec	NOUN	chebec
algérien	ADJ	algérien
qui	PRON	qui
faisait	VERB	faire
force	NOUN	force
voiles	NOUN	voile
sur	ADP	sur
nous	PRON	nous
.	PUNCT	.
En	ADP	en
trois	NUM	trois
heures	NOUN	heure
ilnous	PRON	ilnous
joignit	VERB	joindre
,	PUNCT	,
nous	PRON	nous
lâcha	VERB	lâcher
quelques	DET	quelque
bordées	NOUN	bordée
,	PUNCT	,
et	CCONJ	et
se	PRON	se
disposa	VERB	disposer
à	ADP	à
nous	PRON	nous
aborder	VERB	aborder
;	PUNCT	;
mais	CCONJ	mais
,	PUNCT	,
par	ADP	par
un	DET	un
bonheur	NOUN	bonheur
inespéré	ADJ	inespéré
,	PUNCT	,
ce	DET	ce
chebec	NOUN	chebec
s	PRON	s
'	PRON	'
ouvrit	VERB	ouvrir
en	ADP	en
deux	PRON	deux
,	PUNCT	,
et	CCONJ	et
la	DET	le
mer	NOUN	mer
l	PRON	l
'	PRON	'
engloutit	VERB	engloutir
.	PUNCT	.
Ce	PRON	ce
ne	ADV	ne
furent	AUX	être
certainement	ADV	certainement
pas	ADV	pas
les	DET	le
coups	NOUN	coup
de	ADP	de
canon	NOUN	canon
que	PRON	que
nous	PRON	nous
envoyâmes	VERB	envoyer
au	ADP	au
corsaire	NOUN	corsaire
qui	PRON	qui
le	PRON	le
mirent	VERB	mettre
dans	ADP	dans
le	DET	le
cas	NOUN	cas
de	ADP	de
périr	VERB	périr
,	PUNCT	,
car	CCONJ	car
nous	PRON	nous
n	ADV	n
'	ADV	'
avions	VERB	avoir
pour	ADP	pour
toutes	ADJ	tout
armes	NOUN	arme
que	ADV	que
des	DET	un
fusils	NOUN	fusil
et	CCONJ	et
des	DET	un
sabres	NOUN	sabre
.	PUNCT	.
L	DET	l
'	DET	'
équipage	NOUN	équipage
attribuait	VERB	attribuer
cet	DET	ce
événement	NOUN	événement
à	ADP	à
la	DET	le
caducité	NOUN	caducité
du	ADP	de
chebec	NOUN	chebec
:	PUNCT	:
deux	NUM	deux
femmes	NOUN	femme
disaient	VERB	dire
avoir	AUX	avoir
vu	VERB	voir
notre-dame-de-Lorette	PROPN	notre-dame-de-Lorette
entre	ADP	entre
le	DET	le
corsaire	NOUN	corsaire
et	CCONJ	et
nous	PRON	nous
:	PUNCT	:
Eléazar	PROPN	Eléazar
soutenait	VERB	soutenir
que	SCONJ	que
Moïse	PROPN	Moïse
avait	AUX	avoir
fendu	VERB	fendre
ce	DET	ce
bâtiment	NOUN	bâtiment
d	ADP	d
'	ADP	'
un	DET	un
coup	NOUN	coup
de	ADP	de
baguette	NOUN	baguette
;	PUNCT	;
pour	ADP	pour
moi	PRON	moi
,	PUNCT	,
je	PRON	je
ne	ADV	ne
fis	VERB	faire
aucune	DET	aucun
difficulté	NOUN	difficulté
d	ADP	d
'	ADP	'
attribuer	VERB	attribuer
notre	DET	notre
délivrance	NOUN	délivrance
à	ADP	à
un	DET	un
morceau	NOUN	morceau
de	ADP	de
la	DET	le
tunique	NOUN	tunique
de	ADP	de
saint	NOUN	saint
François	PROPN	François
,	PUNCT	,
que	PRON	que
je	PRON	je
porte	VERB	porte
par	ADP	par
dévotion	NOUN	dévotion
,	PUNCT	,
et	CCONJ	et
que	PRON	que
j	PRON	j
'	PRON	'
avais	AUX	avoir
attaché	VERB	attacher
au	ADP	au
mât	NOUN	mât
de	ADP	de
notre	DET	notre
vaisseau	NOUN	vaisseau
au	ADP	au
moment	NOUN	moment
que	PRON	que
j	PRON	j
'	PRON	'
aperçus	VERB	apercevoir
le	DET	le
corsaire	NOUN	corsaire
.	PUNCT	.
Le	DET	le
vent	NOUN	vent
continua	VERB	continuer
à	ADP	à
être	AUX	être
favorable	ADJ	favorable
;	PUNCT	;
nous	PRON	nous
arrivâmes	VERB	arriver
à	ADP	à
Venise	PROPN	Venise
en	ADP	en
deux	NUM	deux
jours	NOUN	jour
et	CCONJ	et
demi	NOUN	demi
.	PUNCT	.
Le	DET	le
juif	NOUN	juif
éleazar	PROPN	éleazar
m	PRON	m
'	PRON	'
installa	VERB	installer
aussitôt	ADV	aussitôt
dans	ADP	dans
l	DET	l
'	DET	'
emploi	NOUN	emploi
qu	PRON	que
'	PRON	'
il	PRON	il
m	PRON	m
'	PRON	'
avait	AUX	avoir
destiné	VERB	destiner
,	PUNCT	,
et	CCONJ	et
dont	PRON	dont
je	PRON	je
me	PRON	me
suis	AUX	être
acquitté	VERB	acquitter
avec	ADP	avec
applaudissement	NOUN	applaudissement
pendant	ADP	pendant
quatre	NUM	quatre
ans	NOUN	an
que	SCONJ	que
je	PRON	je
fus	VERB	être
à	ADP	à
son	DET	son
service	NOUN	service
.	PUNCT	.
La	DET	le
première	ADJ	premier
année	NOUN	année
il	PRON	il
me	PRON	me
fit	AUX	faire
faire	VERB	faire
avec	ADP	avec
lui	PRON	lui
deuxvoyages	NOUN	deuxvoyage
à	ADP	à
Constantinople	PROPN	Constantinople
;	PUNCT	;
la	DET	le
seconde	ADJ	second
il	PRON	il
me	PRON	me
mena	VERB	mener
à	ADP	à
Lisbonne	PROPN	Lisbonne
;	PUNCT	;
quant	ADV	quant
aux	DET	aux
deux	NUM	deux
autres	NOUN	autre
,	PUNCT	,
il	PRON	il
trouva	VERB	trouver
à	ADP	à
propos	NOUN	propos
de	ADP	de
me	PRON	me
laisser	VERB	laisser
chez	ADP	chez
lui	PRON	lui
,	PUNCT	,
pour	ADP	pour
veiller	VERB	veiller
de	ADP	de
plus	ADV	plus
près	ADV	près
à	ADP	à
ses	DET	son
affaires	NOUN	affaire
pendant	ADP	pendant
les	DET	le
longues	ADJ	long
absences	NOUN	absence
qu	PRON	que
'	PRON	'
il	PRON	il
était	AUX	être
obligé	VERB	obliger
de	ADP	de
faire	VERB	faire
.	PUNCT	.
Je	PRON	je
fus	AUX	être
d	ADP	d
'	ADP	'
autant	ADV	autant
plus	ADV	plus
charmé	VERB	charmer
de	ADP	de
la	DET	le
résolution	NOUN	résolution
de	ADP	de
mon	DET	mon
maître	NOUN	maître
,	PUNCT	,
que	SCONJ	que
j	PRON	j
'	PRON	'
aimais	VERB	aimer
sa	DET	son
fille	NOUN	fille
Rachel	PROPN	Rachel
.	PUNCT	.
Elle	PRON	lui
n	ADV	n
'	ADV	'
avait	VERB	avoir
que	ADV	que
douze	NUM	douze
ans	NOUN	an
,	PUNCT	,
et	CCONJ	et
ne	ADV	ne
m	PRON	m
'	PRON	'
était	AUX	être
point	ADV	point
cruelle	ADJ	cruel
.	PUNCT	.
D	ADP	d
'	ADP	'
ailleurs	ADV	ailleurs
,	PUNCT	,
j	PRON	j
'	PRON	'
étais	AUX	être
parvenu	VERB	parvenir
à	ADP	à
être	AUX	être
le	DET	le
favori	NOUN	favori
d	ADP	d
'	ADP	'
une	DET	un
jeune	ADJ	jeune
citadine	NOUN	citadin
,	PUNCT	,
supérieure	NOUN	supérieur
d	ADP	d
'	ADP	'
un	DET	un
couvent	NOUN	couvent
de	ADP	de
filles	NOUN	fille
dans	ADP	dans
le	DET	le
voisinage	NOUN	voisinage
:	PUNCT	:
de	ADP	de
sorte	NOUN	sorte
qu	SCONJ	qu
'	PUNCT	'
uniquement	ADV	uniquement
occupé	VERB	occuper
de	ADP	de
mon	DET	mon
emploi	NOUN	emploi
,	PUNCT	,
de	ADP	de
mon	DET	mon
salut	NOUN	salut
,	PUNCT	,
et	CCONJ	et
des	ADP	de
plaisirs	NOUN	plaisir
inexprimables	ADJ	inexprimable
que	PRON	que
je	PRON	je
goûtais	VERB	goûter
entre	ADP	entre
les	DET	le
bras	NOUN	bras
de	ADP	de
Rachel	PROPN	Rachel
et	CCONJ	et
de	ADP	de
la	DET	le
citadine	NOUN	citadin
,	PUNCT	,
je	PRON	je
pouvais	VERB	pouvoir
comparer	VERB	comparer
mon	DET	mon
état	NOUN	état
à	ADP	à
celui	PRON	celui
du	ADP	de
plus	ADV	plus
heureux	ADJ	heureux
de	ADP	de
tous	ADJ	tout
les	DET	le
hommes	NOUN	homme
.	PUNCT	.
Mais	CCONJ	mais
cet	DET	ce
état	NOUN	état
ne	ADV	ne
fut	AUX	être
pas	ADV	pas
